snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549843254,32000,273,57.93590,-157.76588,3538,408,0000
1549843317,32000,273,57.94276,-157.98685,3538,402,0000
1549843379,32000,273,57.94929,-158.20413,3538,401,0000
1549843442,32000,272,57.95512,-158.42496,3538,401,0000
1549843503,32000,272,57.96080,-158.63557,3538,397,0000
1549843574,32000,272,57.96680,-158.87842,3538,393,0000
1549843635,31975,272,57.97127,-159.08377,3538,389,0000
1549843697,31975,271,57.97572,-159.29298,3538,385,0000
1549843759,31975,271,57.97984,-159.49860,3538,380,0000
1549843823,32000,271,57.98347,-159.70432,3538,378,0000
1549843883,31975,271,57.98686,-159.90482,3538,376,0000
1549843946,32000,274,57.99138,-160.10713,3538,366,0000
1549844008,32000,273,57.99855,-160.30335,3538,360,0000
1549844071,31975,273,58.00456,-160.49750,3538,358,0000
1549844132,32000,273,58.01042,-160.69034,3538,355,0000
1549844195,31975,273,58.01586,-160.88269,3538,353,0000
