snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549882043,0,271,61.17469,-149.98408,41406,0,0000
1549882156,0,81,61.17467,-149.98442,41406,10,0000
1549882166,0,81,61.17464,-149.98469,41406,10,0000
1549882178,0,90,61.17462,-149.98494,41406,10,0000
1549882198,0,123,61.17462,-149.98543,41406,9,0000
1549882213,0,151,61.17470,-149.98573,41406,9,0000
1549882228,0,157,61.17462,-149.98494,41406,2,0000
1549882715,0,191,61.17411,-149.98573,3076,20,0000
1549882722,0,213,61.17382,-149.98607,3076,24,0000
1549882729,0,213,61.17359,-149.98636,3076,26,0000
1549882740,0,213,61.17307,-149.98711,3076,25,0000
1549882746,0,213,61.17283,-149.98741,3076,24,0000
1549882752,0,213,61.17262,-149.98772,3076,23,0000
1549882758,0,216,61.17241,-149.98802,3076,22,0000
1549882764,0,225,61.17223,-149.98839,3076,21,0000
1549882771,0,227,61.17208,-149.98871,3076,19,0000
1549882778,0,227,61.17195,-149.98900,3076,17,0000
1549882785,0,230,61.17181,-149.98940,3076,16,0000
1549882792,0,230,61.17171,-149.98962,3076,15,0000
1549882799,0,230,61.17160,-149.98988,3076,17,0000
1549882806,0,236,61.17148,-149.99020,3076,20,0000
1549882818,0,253,61.17134,-149.99097,3076,17,0000
1549882830,0,264,61.17126,-149.99206,3076,26,0000
1549882838,0,267,61.17125,-149.99291,3076,26,0000
1549882846,0,270,61.17123,-149.99379,3076,22,0000
1549882858,0,270,61.17123,-149.99468,3076,23,0000
1549882870,0,270,61.17125,-149.99565,3076,22,0000
1549882881,0,270,61.17123,-149.99686,3076,28,0000
1549882887,0,275,61.17123,-149.99759,3076,32,0000
1549882893,0,309,61.17144,-149.99843,3076,16,0000
1549882899,0,343,61.17202,-149.99904,3076,23,0000
1549882906,0,345,61.17320,-149.99970,3076,49,0000
1549882912,0,345,61.17519,-150.00069,3076,74,0000
1549882918,0,345,61.17775,-150.00209,3076,98,0000
1549882925,0,345,61.18089,-150.00378,3076,120,0000
1549882932,0,343,61.18462,-150.00580,3076,140,0000
1549882942,0,345,61.19334,-150.01057,3076,171,0000
1549882950,200,345,61.19815,-150.01341,3076,167,0000
1549882962,650,343,61.20749,-150.01851,3076,173,0000
1549882970,1025,327,61.21401,-150.02563,3076,172,0000
1549882976,1225,324,61.21782,-150.03143,3076,175,0000
1549882982,1350,324,61.22197,-150.03754,3076,181,0000
1549882988,1500,324,61.22630,-150.04384,3076,188,0000
1549882998,1725,324,61.23337,-150.05463,3076,196,0000
1549883005,1825,324,61.23793,-150.06145,3076,207,0000
1549883015,2200,323,61.24757,-150.07599,3076,216,0000
1549883025,2575,323,61.25514,-150.08717,3076,222,5727
1549883031,2825,323,61.26059,-150.09482,3076,226,5727
1549883038,3125,324,61.26624,-150.10387,3076,228,5727
1549883050,3675,327,61.27639,-150.11871,3076,229,5727
1549883056,3900,338,61.28229,-150.12431,3076,231,5727
1549883062,4200,351,61.28905,-150.12736,3076,232,5727
1549883087,5325,38,61.31419,-150.11041,3076,240,5727
1549883093,5650,44,61.31886,-150.10071,3076,239,5727
1549883108,6500,46,61.33076,-150.07579,3076,236,5727
1549883122,7000,46,61.33965,-150.05605,3076,238,5727
1549883132,7500,59,61.34807,-150.03195,3076,243,5727
1549883139,7725,72,61.35054,-150.01860,3076,248,5727
1549883145,7900,81,61.35178,-150.00438,3076,254,5727
1549883167,8750,118,61.34575,-149.95403,3076,263,5727
1549883176,9225,132,61.33839,-149.93419,3076,261,5727
1549883187,9700,133,61.32815,-149.91191,3076,266,5727
1549883199,10075,134,61.31768,-149.88953,3076,272,5727
1549883212,10650,134,61.30673,-149.86519,3076,271,5727
1549883225,11175,133,61.29597,-149.84253,3076,273,5727
1549883238,11700,132,61.28567,-149.81918,3076,273,5727
1549883251,12325,126,61.27588,-149.79524,3076,272,5727
1549883260,12650,120,61.26970,-149.77289,3076,276,5727
1549883267,12975,114,61.26433,-149.75117,3076,281,5727
1549883273,13175,110,61.26163,-149.73592,3076,283,5727
1549883279,13425,106,61.25902,-149.72026,3076,285,5727
1549883288,13650,104,61.25706,-149.70439,3076,287,5727
1549883295,13975,104,61.25409,-149.68019,3076,288,5727
1549883328,14650,101,61.24301,-149.58495,3076,317,5727
1549883363,15200,101,61.23230,-149.47801,3076,349,5727
1549883393,15750,104,61.22080,-149.37328,3076,372,5727
1549883424,16350,103,61.20777,-149.26564,3076,392,5727
1549883458,17700,103,61.19215,-149.13803,6648,394,5727
1549883493,18875,103,61.17718,-149.00868,6648,401,5727
1549883529,20100,113,61.15842,-148.87512,6648,405,5727
1549883539,20400,118,61.14967,-148.84064,6648,404,5727
1549883545,20550,120,61.14514,-148.82404,6648,404,5727
1549883615,22475,119,61.07830,-148.58205,6648,420,5727
1549883676,24125,119,61.01858,-148.36713,6648,432,5727
1549883741,26050,120,60.95303,-148.13200,6648,435,5727
1549883808,27475,120,60.88591,-147.89206,6648,447,5727
1549883868,28800,120,60.82204,-147.67067,6648,453,5727
1549883929,29500,120,60.75705,-147.44249,6648,471,5727
1549883994,30875,120,60.68317,-147.18810,6648,471,5727
1549884054,31000,120,60.61519,-146.95975,6648,471,5727
1549884115,31000,121,60.54700,-146.72908,6648,470,5727
1549884180,31000,121,60.47429,-146.48668,6648,461,5727
1549884242,31000,121,60.40599,-146.26108,6648,456,5727
1549884307,31000,121,60.33361,-146.02567,6648,456,5727
1549884359,31000,122,60.27741,-145.84209,6648,454,5727
1549884455,31000,121,60.16871,-145.49625,5798,450,5727
1549884510,31000,121,60.11151,-145.31496,5798,450,5727
1549884570,31000,123,60.04721,-145.11703,5798,450,5727
1549884627,31000,121,59.98205,-144.91171,5798,450,5727
1549884707,31000,121,59.90681,-144.67133,5798,460,5727
1549884764,31000,127,59.83989,-144.48033,5798,450,5727
1549884825,31000,121,59.77004,-144.27074,5798,450,5727
1549884882,31000,123,59.70477,-144.07582,5798,440,5727
1549884938,31000,123,59.63463,-143.86652,5798,440,5727
1549884997,31000,123,59.56592,-143.66161,5798,430,0000
1549885055,31000,123,59.50062,-143.46674,5798,430,0000
1549885116,31000,123,59.43225,-143.26245,5798,440,0000
1549885175,31000,125,59.36599,-143.07204,5798,440,0000
1549885234,31000,123,59.29792,-142.87369,5798,430,0000
1549885292,31000,129,59.22723,-142.68790,5798,440,0000
1549885352,31000,125,59.15391,-142.49400,5798,430,0000
1549885427,31000,122,59.07307,-142.27029,5798,430,0000
1549885494,31000,122,59.00561,-142.07605,5798,430,0000
1549885545,31000,125,58.94964,-141.91742,5798,430,0000
1549885602,31000,125,58.88720,-141.74283,5798,430,0000
1549885661,31000,131,58.81240,-141.55647,5798,420,0000
1549885722,31000,122,58.73886,-141.36116,5798,420,0000
1549885779,31000,122,58.67784,-141.19171,5798,420,0000
1549885838,31000,124,58.61148,-141.00746,5798,420,0000
