snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549918768,0,5,61.17390,-149.99065,3076,0,0000
1549919102,0,5,61.17395,-149.99036,3076,12,0000
1549919112,0,5,61.17400,-149.99000,3076,14,0000
1549919127,0,5,61.17405,-149.98943,3076,12,0000
1549919142,0,5,61.17395,-149.98915,3076,11,0000
1549919161,0,5,61.17365,-149.98881,3076,15,0000
1549919173,0,5,61.17339,-149.98862,3076,15,0000
1549919184,0,5,61.17317,-149.98842,3076,14,0000
1549919196,0,5,61.17296,-149.98827,3076,13,0000
1549919211,0,5,61.17274,-149.98810,3076,11,0000
1549919227,0,5,61.17253,-149.98807,3076,14,0000
1549919239,0,5,61.17225,-149.98839,3076,18,0000
1549919251,0,5,61.17202,-149.98888,3076,17,0000
1549919259,0,5,61.17191,-149.98917,3076,18,0000
1549919269,0,5,61.17167,-149.98972,3076,18,0000
1549919281,0,5,61.17148,-149.99019,3076,18,0000
1549919291,0,5,61.17133,-149.99072,3076,15,0000
1549919297,0,5,61.17129,-149.99100,3076,15,0000
1549919303,0,5,61.17127,-149.99127,3076,16,0000
1549919311,0,5,61.17127,-149.99162,3076,18,0000
1549919317,0,270,61.17126,-149.99211,3076,23,0000
1549919324,0,270,61.17126,-149.99303,3076,28,0000
1549919330,0,270,61.17126,-149.99374,3076,31,0000
1549919336,0,270,61.17126,-149.99455,3076,32,0000
1549919343,0,270,61.17125,-149.99530,3076,31,0000
1549919350,0,270,61.17125,-149.99602,3076,30,0000
1549919364,0,267,61.17125,-149.99760,3076,26,0000
1549919370,0,272,61.17125,-149.99815,3076,22,0000
1549919376,0,5,61.17131,-149.99847,3076,19,0000
1549919386,0,5,61.17154,-149.99876,3076,19,0000
1549919423,0,5,61.17188,-149.99893,3076,19,0000
1549919430,0,345,61.17300,-149.99959,3076,42,0000
1549919439,0,345,61.17589,-150.00122,3076,82,0000
1549919445,0,345,61.17855,-150.00272,3076,105,0000
1549919451,0,345,61.18196,-150.00461,3076,130,0000
1549919457,0,345,61.18578,-150.00674,3076,150,0000
1549919465,0,345,61.19004,-150.00915,3076,165,0000
1549919473,175,344,61.19701,-150.01312,3076,168,0000
1549919480,400,344,61.20143,-150.01576,3076,166,0000
1549919491,800,337,61.21019,-150.02197,3076,168,0000
1549919499,1050,320,61.21578,-150.03011,3076,169,0000
1549919508,1275,316,61.21957,-150.03734,3076,171,0000
1549919517,1600,316,61.22471,-150.04750,3076,171,0000
1549919528,2050,316,61.23148,-150.06108,3076,174,0000
1549919534,2275,316,61.23505,-150.06816,3076,174,0000
1549919545,2775,315,61.24240,-150.08281,3076,176,0000
1549919551,3000,315,61.24599,-150.09003,3076,177,7202
1549919557,3225,315,61.24960,-150.09737,3076,178,7202
1549919563,3425,315,61.25299,-150.10423,3076,181,7202
1549919569,3600,316,61.25670,-150.11160,3076,186,7202
1549919575,3750,316,61.26074,-150.11974,3076,191,7202
1549919581,3875,315,61.26443,-150.12709,3076,199,7202
1549919588,4025,316,61.26892,-150.13612,3076,207,7202
1549919599,4275,318,61.27755,-150.15269,3076,223,7202
1549919606,4400,325,61.28284,-150.16054,3076,231,7202
1549919616,4600,342,61.29268,-150.16896,3076,246,7202
1549919623,4725,354,61.29938,-150.17070,3076,253,7202
1549919645,5575,34,61.32738,-150.14986,3076,279,7202
1549919651,5825,39,61.33332,-150.13977,3076,283,7202
1549919660,6275,48,61.34165,-150.12177,3076,288,7202
1549919666,6575,56,61.34621,-150.10773,3076,290,7202
1549919673,6875,65,61.34971,-150.09288,3076,292,7202
1549919682,7325,78,61.35274,-150.06844,3076,293,7202
1549919689,7550,87,61.35324,-150.05098,3076,298,7202
1549919712,8650,122,61.34170,-149.98485,3076,305,7202
1549919718,8925,125,61.33723,-149.97151,3076,306,7202
1549919730,9750,123,61.32733,-149.94141,3076,305,7202
1549919741,10325,123,61.31786,-149.91119,3076,312,7202
1549919755,10550,123,61.30852,-149.88167,3076,327,7202
1549919765,10800,124,61.29744,-149.84773,3076,347,7202
1549919780,11350,117,61.28719,-149.81241,3076,356,7202
1549919786,11550,110,61.28361,-149.79318,3076,362,7202
1549919794,11850,100,61.28025,-149.76166,3076,368,7202
1549919800,12075,98,61.27881,-149.74062,3076,372,7202
1549919810,12375,97,61.27666,-149.70717,3076,380,7202
1549919816,12600,97,61.27528,-149.68607,3076,384,7202
1549919847,13900,99,61.26642,-149.56105,3076,407,7202
1549919881,15625,106,61.25176,-149.43495,3076,415,7202
1549919916,16750,109,61.23021,-149.30461,3076,438,7202
1549919940,17400,109,61.21279,-149.20085,3076,457,7202
1549920004,19200,111,61.15720,-148.84073,5798,480,7202
1549920068,21600,112,61.11068,-148.61874,5798,490,7202
1549920143,24775,110,61.05396,-148.28908,14435,524,7202
1549920208,26825,110,60.99898,-147.98386,14435,539,7202
1549920272,29450,110,60.94373,-147.68162,41406,532,7202
1549920334,31800,110,60.88834,-147.38321,3064,523,7202
1549920380,32925,111,60.85039,-147.18147,3064,522,7202
1549920495,33000,110,60.75829,-146.71042,5798,510,7202
1549920552,33000,109,60.71450,-146.47754,5798,510,7202
1549920611,33000,110,60.66799,-146.22948,5798,510,7202
1549920672,33000,116,60.60998,-145.96278,5798,510,7202
1549920743,33000,112,60.52550,-145.53275,6648,513,7202
1549920844,33000,116,60.43702,-145.13304,5798,500,7202
1549920907,33000,110,60.37967,-144.86226,5798,500,7202
1549920981,33000,110,60.32219,-144.57527,5798,500,7202
1549921041,33000,118,60.26722,-144.33884,5798,500,7202
1549921100,33000,110,60.21633,-144.09963,5798,500,7202
1549921157,33000,111,60.16498,-143.85120,5798,500,7202
1549921216,33000,118,60.10824,-143.60841,5798,500,7202
1549921274,33000,110,60.05154,-143.34465,5798,500,7202
1549921335,33000,117,59.99041,-143.08778,5798,500,7202
1549921393,33000,111,59.93299,-142.83133,5798,500,0000
1549921451,33000,117,59.87278,-142.58472,5798,500,0000
1549921517,33000,111,59.81450,-142.32764,5798,500,0000
1549921569,33000,117,59.75947,-142.10378,5798,500,0000
1549921629,33000,117,59.69089,-141.83583,5798,500,0000
1549921684,33000,111,59.63248,-141.58702,5798,500,0000
1549921765,33000,119,59.55845,-141.29712,5798,490,0000
1549921824,33000,117,59.50104,-141.08249,5798,490,0000
