snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549843963,2300,343,61.31755,-149.96143,8444,90,0000
1549843970,2300,355,61.32122,-149.96217,8444,90,0000
1549844002,2299,91,61.32465,-149.96176,8444,90,0000
1549844050,2300,22,61.33975,-149.96278,8444,90,0000
1549844071,2350,337,61.36317,-149.96426,8444,90,0000
1549844087,2324,352,61.36641,-149.96474,8444,90,0000
1549844102,2300,352,61.37145,-149.96521,8444,90,0000
1549844108,2275,352,61.37849,-149.96579,8444,90,0000
1549844143,2250,356,61.38221,-149.96613,8444,94,0000
1549844190,2250,89,61.40131,-149.96693,8444,96,0000
1549844242,2250,89,61.41691,-149.96826,8444,96,0000
1549844378,2275,286,61.44364,-149.97201,8444,97,0000
1549844395,2300,340,61.50362,-149.97865,8444,98,0000
1549844406,2300,354,61.50678,-149.97885,8444,98,0000
1549844422,2300,354,61.51212,-149.97905,8444,98,0000
1549844463,2275,354,61.52451,-149.97784,8444,98,0000
1549844486,2250,33,61.54450,-149.97238,8444,101,0000
1549844508,2275,12,61.55037,-149.97092,8444,100,0000
1549844534,2300,12,61.55748,-149.96980,8444,100,0000
1549844548,2250,12,61.57209,-149.96857,8444,100,0000
1549844574,2250,12,61.57573,-149.96837,8444,100,0000
1549844615,2250,335,61.59534,-149.96907,8444,100,0000
1549844636,2275,335,61.60840,-149.97089,8444,100,0000
1549844651,2300,335,61.61686,-149.97342,8444,100,0000
1549844658,2300,335,61.62381,-149.97530,8444,100,0000
1549844683,2300,345,61.62573,-149.97592,8444,100,0000
1549844691,2300,345,61.63818,-149.97829,8444,100,0000
1549844702,2300,351,61.64029,-149.97894,8444,100,0000
1549844718,2300,351,61.64498,-149.97989,8444,100,0000
1549844730,2275,351,61.65239,-149.98155,8444,100,0000
1549844758,2300,351,61.65756,-149.98294,8444,100,0000
1549844770,2625,351,61.67002,-149.98596,8444,100,0000
1549844780,2750,351,61.67532,-149.98814,8444,100,0000
1549844787,2824,349,61.67885,-149.98972,8444,96,0000
1549844798,2900,349,61.68415,-149.99206,8444,93,0000
1549844814,2975,349,61.68877,-149.99367,8444,93,0507
1549844826,3061,349,61.69407,-149.99510,8444,93,0507
1549844839,3150,349,61.69906,-149.99646,8444,93,0507
1549844851,3300,349,61.70477,-149.99805,8444,93,0507
1549844895,3424,349,61.71108,-149.99979,8444,93,0507
1549844902,3750,349,61.72795,-150.00288,8444,93,0507
1549844924,3950,25,61.73626,-150.00217,8444,90,1200
1549844952,4125,272,61.74765,-150.00398,8444,90,1200
1549844958,4250,335,61.75242,-150.00455,8444,90,1200
1549844982,4250,351,61.75380,-150.00481,8444,90,1200
