snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549869742,33000,141,51.95484,-160.94142,5798,500,0000
1549869997,33000,84,52.00932,-159.99739,5798,515,0000
1549870328,33000,95,51.95599,-158.76502,5798,518,0000
1549870892,33000,164,51.78707,-156.61037,5798,518,0000
1549871479,34000,167,51.56216,-154.45497,5798,515,0000
1549872042,34000,158,51.32349,-152.31104,5798,523,0000
1549872629,29000,167,51.02551,-150.14270,5798,524,0000
1549872669,29000,99,51.00311,-149.99719,5798,544,0000
