snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549894553,36000,308,57.98694,-141.08034,5798,440,7216
1549894635,36000,311,58.07673,-141.28381,5798,440,7216
1549894676,36000,311,58.13215,-141.40945,5798,440,7216
1549894720,36000,305,58.19446,-141.56396,5798,440,7216
1549894773,36000,311,58.27229,-141.74855,5798,440,7216
1549894836,36000,311,58.36112,-141.95377,5798,450,7216
1549894907,36000,303,58.44684,-142.17487,5798,450,7216
1549894966,36000,312,58.52070,-142.35568,5798,450,0000
1549895023,36000,312,58.59640,-142.53206,5798,450,0000
1549895082,36000,303,58.66915,-142.72098,5798,450,0000
1549895142,36000,312,58.74987,-142.91753,5798,440,0000
1549895199,36000,306,58.81933,-143.09602,5798,440,0000
1549895300,36000,309,58.92236,-143.35367,5798,440,0000
1549895364,36000,306,58.98094,-143.50913,5798,440,0000
1549895438,36000,303,59.04897,-143.70218,5798,440,0000
1549895551,36000,310,59.22553,-144.15144,5798,440,0000
1549895628,36000,306,59.32930,-144.42104,5798,430,0000
1549895802,36000,305,59.49406,-144.87436,5798,430,0000
1549895865,36000,306,59.54757,-145.02782,5798,430,0000
1549895915,36000,306,59.59914,-145.17316,5798,420,0000
1549895980,36000,304,59.69818,-145.45558,5798,420,0000
1549896040,36000,306,59.78424,-145.69994,5798,410,0000
1549896096,36000,306,59.86031,-145.91406,5798,410,0000
1549896223,36000,307,59.96655,-146.21062,5798,410,0000
1549896246,36000,307,59.99440,-146.28677,5798,410,0000
1549896331,36000,304,60.11046,-146.61510,5798,410,0000
1549896398,35975,304,60.21748,-146.93390,6648,418,0000
1549896465,36000,303,60.28841,-147.14656,6648,420,7216
1549896525,35975,303,60.35339,-147.34314,6648,419,7216
1549896587,35975,303,60.41764,-147.53923,6648,414,7216
1549896651,36000,303,60.48615,-147.74992,6648,411,7216
1549896713,36000,303,60.54924,-147.94582,6648,414,7216
1549896772,35975,302,60.61281,-148.14485,6648,420,7216
1549896839,36000,302,60.68189,-148.36325,6648,424,7216
1549896898,35975,302,60.74570,-148.56688,6648,424,7216
1549896960,35975,302,60.80965,-148.77234,6648,426,7216
1549897025,36000,302,60.87895,-148.99734,6648,426,7216
1549897086,35975,302,60.94233,-149.20523,6648,428,7216
1549897146,36000,301,61.00525,-149.41330,6648,426,7216
1549897212,36000,301,61.07319,-149.64009,6648,425,7216
1549897272,36000,301,61.13512,-149.84900,6648,422,7216
1549897339,36000,306,61.20670,-150.06928,6648,422,7216
1549897399,36000,306,61.27680,-150.26814,6648,426,7216
1549897459,36000,305,61.34672,-150.46803,6648,427,7216
1549897521,36075,305,61.41758,-150.67250,6648,426,7216
1549897581,36975,305,61.48736,-150.87535,6648,428,7216
1549897647,37650,305,61.56287,-151.09731,6648,434,7216
1549897709,37975,305,61.63321,-151.30626,6648,436,7216
1549897769,38000,305,61.70334,-151.51569,6648,430,7216
1549897835,38000,304,61.77817,-151.74153,6648,433,7216
1549897895,37975,304,61.84804,-151.95456,6648,434,7216
1549897955,38000,304,61.91675,-152.16605,6648,440,7216
1549898020,38000,304,61.99120,-152.39757,6648,440,7216
1549898083,37975,304,62.06163,-152.61871,6648,447,7216
1549898147,37975,303,62.13593,-152.85384,6648,435,7216
1549898208,38000,303,62.20372,-153.07098,6648,431,7216
1549898268,38000,303,62.26996,-153.28461,6648,429,7216
1549898335,37975,303,62.34099,-153.51703,6648,427,7216
1549898395,38000,303,62.40644,-153.73242,6648,424,7216
1549898461,38000,302,62.47577,-153.96321,6648,422,7216
1549898521,38000,302,62.53972,-154.17827,6648,421,7216
1549898538,38000,302,62.55762,-154.23869,2763,424,7216
1549898628,38000,302,62.65089,-154.55661,14435,407,7216
1549898686,37975,302,62.70791,-154.75331,14435,404,7216
1549898755,38000,301,62.77560,-154.98898,3076,404,7216
1549898820,37975,301,62.84074,-155.21800,2602,404,7216
1549898884,37975,301,62.90199,-155.43562,2602,410,7216
1549898944,37975,291,62.95850,-155.66318,2602,414,7216
1549899006,37975,288,62.99602,-155.91023,2602,417,7216
1549899067,37975,288,63.03159,-156.14960,2602,411,7216
1549899128,38000,287,63.06720,-156.39313,2602,401,7216
1549899190,38000,287,63.10207,-156.63493,2602,400,7216
1549899251,38000,287,63.13605,-156.87378,2602,396,7216
1549899315,37975,287,63.16938,-157.11200,2602,397,7216
1549899376,38000,286,63.20297,-157.35474,2602,399,7216
1549899441,37975,286,63.23735,-157.60722,2602,399,7216
1549899502,38000,286,63.26952,-157.84727,2602,400,7216
1549899564,37975,286,63.30173,-158.09106,2602,401,7216
1549899627,38000,286,63.33371,-158.33727,2602,401,7216
1549899689,37975,285,63.36543,-158.58490,2602,401,7216
1549899752,37975,285,63.39665,-158.83254,2602,402,7216
1549899815,37975,285,63.42784,-159.08412,2602,403,7216
1549899876,37975,285,63.45827,-159.33377,2602,405,7216
1549899939,38000,284,63.48821,-159.58264,2602,403,7216
1549900003,38000,284,63.51801,-159.83597,2602,401,7216
1549900065,38000,284,63.54748,-160.09003,2602,401,7216
1549900128,37975,284,63.57621,-160.34161,2602,399,7216
1549900191,37975,283,63.60456,-160.59529,2602,396,7216
1549900252,38000,283,63.63137,-160.83874,2602,397,7216
